Date,Mkt-RF,SMB,HML,RMW,CMA,RF,Close,Volume,Returns,excess_return
2013-06-01,-1.2,1.54,-0.05,-0.28,-0.06,0.0,1606.280029296875,74946790000,-1.5112928770280076,-1.5112928770280076
2013-07-01,5.65,1.75,0.58,-1.35,0.57,0.0,1685.72998046875,68106820000,4.827772805178804,4.827772805178804
2013-08-01,-2.71,-0.03,-2.73,0.71,-2.17,0.0,1632.969970703125,64802810000,-3.179826803794541,-3.179826803794541
2013-09-01,3.77,2.65,-1.18,-0.54,-1.32,0.0,1681.550048828125,66174410000,2.931559136642498,2.931559136642498
2013-10-01,4.17,-1.5,1.22,2.75,0.89,0.0,1756.5400390625,76647400000,4.362997111283392,4.362997111283392
2013-11-01,3.12,1.44,0.19,0.26,0.06,0.0,1805.81005859375,63628190000,2.766328977323541,2.766328977323541
2013-12-01,2.8,-0.44,0.0,-0.58,0.08,0.0,1848.3599853515625,64958820000,2.32894744820535,2.32894744820535
2014-01-01,-3.3,0.6,-1.99,-3.91,-1.54,0.0,1782.5899658203125,75871910000,-3.6231407776019298,-3.6231407776019298
2014-02-01,4.68,0.13,-0.35,-0.25,-0.54,0.0,1859.449951171875,69725590000,4.221337507227561,4.221337507227561
2014-03-01,0.41,-1.13,4.9,2.02,1.92,0.0,1872.3399658203125,71885030000,0.6908248426944213,0.6908248426944213
2014-04-01,-0.19,-4.07,1.22,3.4,0.93,0.0,1883.949951171875,71595810000,0.6181643365584686,0.6181643365584686
2014-05-01,2.04,-1.86,-0.1,-0.09,-0.96,0.0,1923.5699462890625,63623630000,2.081219601335824,2.081219601335824
2014-06-01,2.61,3.06,-0.71,-1.83,-1.91,0.0,1960.22998046875,63283380000,1.8878996713560545,1.8878996713560545
2014-07-01,-2.03,-4.2,-0.08,0.93,0.51,0.0,1930.6700439453125,66524690000,-1.5194687637991529,-1.5194687637991529
2014-08-01,4.24,0.29,-0.57,-0.64,-0.69,0.0,2003.3699951171875,58131140000,3.6963644407989245,3.6963644407989245
2014-09-01,-1.96,-3.66,-1.47,1.2,-0.59,0.0,1972.2900390625,66706000000,-1.563543610528987,-1.563543610528987
2014-10-01,2.51,3.66,-1.63,-0.39,0.21,0.0,2018.050048828125,93714040000,2.2936398829564384,2.2936398829564384
2014-11-01,2.56,-2.3,-3.13,1.57,0.14,0.0,2067.56005859375,63600190000,2.4237473563306713,2.4237473563306713
2014-12-01,-0.05,2.83,2.12,-1.21,0.9,0.0,2058.89990234375,80743820000,-0.4197384221126008,-0.4197384221126008
2015-01-01,-3.09,-0.93,-3.45,1.58,-1.64,0.0,1994.989990234375,77330040000,-3.1532779266425477,-3.1532779266425477
2015-02-01,6.14,0.36,-1.79,-1.1,-1.75,0.0,2104.5,68775560000,5.343887632562722,5.343887632562722
2015-03-01,-1.09,3.08,-0.38,0.07,-0.62,0.0,2067.889892578125,76675850000,-1.7549197433963104,-1.7549197433963104
2015-04-01,0.6,-3.01,1.8,0.05,-0.62,0.0,2085.510009765625,72060940000,0.8484722544635537,0.8484722544635537
2015-05-01,1.38,0.82,-1.11,-1.76,-0.83,0.0,2107.389892578125,65187730000,1.043672967533685,1.043672967533685
2015-06-01,-1.54,2.9,-0.82,0.35,-1.54,0.0,2063.110107421875,73213980000,-2.1235558871758675,-2.1235558871758675
2015-07-01,1.57,-4.58,-4.16,0.31,-2.44,0.0,2103.840087890625,77920590000,1.9549682990019603,1.9549682990019603
2015-08-01,-6.02,0.29,2.75,0.66,1.29,0.0,1972.1800537109375,84626790000,-6.462473099312395,-6.462473099312395
2015-09-01,-3.06,-2.8,0.55,1.8,-0.59,0.0,1920.030029296875,79989370000,-2.6798730963462862,-2.6798730963462862
2015-10-01,7.75,-2.06,-0.47,0.95,0.61,0.0,2079.360107421875,85844900000,7.9719379543398725,7.9719379543398725
2015-11-01,0.57,3.3,-0.43,-2.65,-1.06,0.0,2080.409912109375,75943590000,0.050474170680518696,0.050474170680518696
2015-12-01,-2.15,-2.95,-2.57,0.34,0.12,0.01,2043.93994140625,83649260000,-1.7685658390257228,-1.7785658390257229
2016-01-01,-5.74,-3.44,2.08,2.78,3.05,0.01,1940.239990234375,92409770000,-5.206761730549679,-5.2167617305496785
2016-02-01,-0.07,0.87,-0.61,3.31,1.94,0.02,1932.22998046875,93049560000,-0.41369055149924305,-0.43369055149924307
2016-03-01,6.95,1.0,1.22,0.68,0.01,0.02,2059.739990234375,92639420000,6.390499028682897,6.3704990286828975
2016-04-01,0.91,1.23,3.22,-2.85,1.77,0.01,2065.300048828125,81124990000,0.26957614511553935,0.25957614511553934
2016-05-01,1.78,-0.62,-1.62,-1.1,-2.54,0.01,2096.949951171875,78883600000,1.5208366810523843,1.5108366810523843
2016-06-01,-0.03,0.42,-1.49,1.45,1.9,0.02,2098.860107421875,86852700000,0.09105066031534965,0.07105066031534965
2016-07-01,3.94,2.47,-1.24,1.31,-1.16,0.02,2173.60009765625,69530250000,3.4990432691054076,3.4790432691054076
2016-08-01,0.49,1.66,3.17,-1.85,-0.36,0.02,2170.949951171875,75610310000,-0.12199867803522135,-0.14199867803522134
2016-09-01,0.27,1.81,-1.19,-2.18,0.03,0.02,2168.27001953125,77023620000,-0.12352137017536324,-0.14352137017536323
2016-10-01,-2.01,-4.02,4.11,0.99,0.25,0.02,2126.14990234375,72915530000,-1.9616837043472766,-1.9816837043472766
2016-11-01,4.85,6.96,8.29,-0.24,3.71,0.01,2198.81005859375,88445380000,3.3603545044434315,3.3503545044434317
2016-12-01,1.81,0.44,3.47,1.24,-0.32,0.03,2238.830078125,75344550000,1.803711129927909,1.773711129927909
2017-01-01,1.94,-1.44,-2.76,-0.51,-1.06,0.04,2278.8701171875,70576420000,1.7726314621062853,1.7326314621062853
2017-02-01,3.55,-2.3,-1.5,0.45,-1.8,0.04,2363.639892578125,69260940000,3.6523000738276954,3.6123000738276954
2017-03-01,0.17,0.75,-3.33,0.63,-0.95,0.03,2362.719970703125,81664010000,-0.038927289213133896,-0.0689272892131339
2017-04-01,1.08,0.41,-2.05,1.79,-1.6,0.05,2384.199951171875,65369860000,0.9050132478198201,0.85501324781982
2017-05-01,1.07,-2.99,-3.82,0.99,-1.66,0.06,2411.800048828125,79719460000,1.1509759110980617,1.0909759110980617
2017-06-01,0.78,2.52,1.5,-2.26,0.04,0.06,2423.409912109375,81078810000,0.48022260405038786,0.42022260405038786
2017-07-01,1.88,-1.64,-0.23,-0.75,-0.15,0.07,2470.300048828125,63348090000,1.916401754710087,1.8464017547100868
2017-08-01,0.18,-1.83,-2.13,0.2,-2.38,0.09,2471.64990234375,70784900000,0.05462837796946754,-0.03537162203053246
2017-09-01,2.49,4.76,3.15,-1.54,1.63,0.09,2519.360107421875,66624120000,1.911903935235539,1.8219039352355388
2017-10-01,2.25,-1.91,0.13,0.92,-3.14,0.09,2575.260009765625,71088550000,2.194556003184166,2.1045560031841664
2017-11-01,3.12,-0.38,-0.09,3.19,-0.1,0.08,2647.580078125,73416960000,2.769554104663445,2.689554104663445
2017-12-01,1.06,-1.05,0.05,0.73,1.79,0.09,2673.610107421875,65531700000,0.9783614574871227,0.8883614574871227
2018-01-01,5.58,-3.21,-1.32,-0.75,-1.05,0.11,2823.81005859375,77318690000,5.465739835832857,5.355739835832857
2018-02-01,-3.64,0.34,-1.1,0.53,-2.36,0.11,2713.830078125,79933970000,-3.97261075980839,-4.08261075980839
2018-03-01,-2.35,3.61,-0.21,-0.41,0.08,0.12,2640.8701171875,76803890000,-2.725249736693992,-2.845249736693992
2018-04-01,0.29,0.88,0.53,-2.42,1.24,0.14,2648.050048828125,70194700000,0.2715085811824473,0.1315085811824473
2018-05-01,2.63,4.71,-3.14,-1.98,-1.49,0.14,2705.27001953125,76011820000,2.1378191183066173,1.9978191183066172
2018-06-01,0.49,0.77,-2.33,0.83,0.2,0.14,2718.3701171875,77891360000,0.4830749386570285,0.3430749386570285
2018-07-01,3.2,-1.94,0.49,1.52,0.34,0.16,2816.2900390625,64898300000,3.5387950737524285,3.3787950737524284
2018-08-01,3.46,0.67,-3.91,-0.29,-2.56,0.16,2901.52001953125,69523070000,2.9814314524382426,2.8214314524382424
2018-09-01,0.06,-2.49,-1.63,0.65,1.37,0.15,2913.97998046875,63031510000,0.4285093286333627,0.27850932863336275
2018-10-01,-7.65,-4.38,3.37,1.0,3.65,0.19,2711.739990234375,91930980000,-7.192934595429683,-7.382934595429683
2018-11-01,1.71,-0.85,0.39,-0.63,0.44,0.18,2760.169921875,80620020000,1.7701752056117588,1.5901752056117588
2018-12-01,-9.55,-2.83,-1.94,-0.03,0.26,0.19,2506.85009765625,84162180000,-9.626521985789902,-9.816521985789901
2019-01-01,8.37,2.9,-0.39,-0.7,-1.68,0.21,2704.10009765625,80859870000,7.574215198675599,7.364215198675599
2019-02-01,3.42,1.75,-2.67,0.16,-1.56,0.18,2784.489990234375,70638770000,2.9295553365402385,2.7495553365402383
2019-03-01,1.1,-3.53,-4.16,0.91,-0.89,0.19,2834.39990234375,79159660000,1.7765510890228746,1.5865510890228747
2019-04-01,3.97,-1.11,2.15,1.57,-2.19,0.21,2945.830078125,70090370000,3.856039741757082,3.646039741757082
2019-05-01,-6.92,-1.5,-2.43,-0.51,1.73,0.21,2752.06005859375,77250740000,-6.804089408287398,-7.014089408287398
2019-06-01,6.92,0.37,-0.67,0.91,-0.4,0.18,2941.760009765625,71250630000,6.665830156302614,6.485830156302614
2019-07-01,1.23,-1.82,0.5,-0.13,0.37,0.19,2980.3798828125,70599470000,1.3042724833705281,1.1142724833705282
2019-08-01,-2.55,-3.26,-4.77,0.53,-0.6,0.16,2926.4599609375,80269220000,-1.8257281743262237,-1.9857281743262236
2019-09-01,1.42,0.29,6.76,1.82,3.38,0.18,2976.739990234375,74178980000,1.7035250591071929,1.523525059107193
2019-10-01,2.07,0.25,-1.92,0.43,-1.02,0.15,3037.56005859375,77720640000,2.0225842153317446,1.8725842153317447
2019-11-01,3.87,0.39,-2.0,-1.64,-1.14,0.12,3140.97998046875,72410620000,3.3480266071378155,3.2280266071378154
2019-12-01,2.76,0.99,1.73,0.05,1.18,0.14,3230.780029296875,72325540000,2.818875629854215,2.6788756298542147
2020-01-01,-0.09,-4.37,-6.22,-1.19,-2.19,0.13,3225.52001953125,77287980000,-0.16294196024425806,-0.29294196024425806
2020-02-01,-8.15,0.08,-3.82,-1.43,-2.53,0.12,2954.219970703125,84436590000,-8.785953690838776,-8.905953690838775
2020-03-01,-13.34,-8.18,-13.83,-1.61,1.2,0.12,2584.590087890625,162185380000,-13.36677246703745,-13.486772467037449
2020-04-01,13.58,2.57,-1.34,2.76,-1.02,0.0,2912.429931640625,123608160000,11.942083876017671,11.942083876017671
2020-05-01,5.59,1.92,-5.0,0.96,-3.15,0.01,3044.31005859375,107135190000,4.428653294909693,4.418653294909693
2020-06-01,2.44,1.95,-2.17,0.14,0.55,0.01,3100.2900390625,131458880000,1.8221374356719156,1.8121374356719155
2020-07-01,5.83,-3.17,-1.41,0.38,0.94,0.01,3271.1201171875,96928130000,5.363680163450586,5.353680163450586
2020-08-01,7.62,-0.9,-3.01,4.27,-1.49,0.01,3500.31005859375,82466520000,6.771908300435733,6.761908300435733
2020-09-01,-3.64,0.0,-2.71,-1.38,-1.91,0.01,3363.0,92310780000,-4.001811998317809,-4.011811998317809
2020-10-01,-2.08,4.66,4.17,-0.77,-0.57,0.01,3269.9599609375,89938980000,-2.8055692285554126,-2.8155692285554124
2020-11-01,12.44,7.12,2.08,-2.25,1.31,0.01,3621.6298828125,101247180000,10.214642790660017,10.204642790660017
2020-12-01,4.63,4.93,-1.69,-1.97,-0.06,0.01,3756.070068359375,96375680000,3.644904784059159,3.634904784059159
2021-01-01,-0.07,6.81,3.18,-3.65,4.98,0.0,3714.239990234375,106117800000,-1.11991376508885,-1.11991376508885
2021-02-01,2.8,4.47,7.11,0.33,-1.95,0.0,3811.14990234375,99082320000,2.5756876672536637,2.5756876672536637
2021-03-01,3.16,-0.84,7.34,6.35,3.53,0.0,3972.889892578125,122371150000,4.1562807282546625,4.1562807282546625
2021-04-01,4.97,-3.15,-1.01,2.43,-2.72,0.0,4181.169921875,83124090000,5.1097330468056406,5.1097330468056406
2021-05-01,0.29,1.27,7.06,2.34,3.0,0.0,4204.10986328125,88321860000,0.547149271672327,0.547149271672327
2021-06-01,2.74,-0.27,-7.83,-2.14,-0.96,0.0,4297.5,102544180000,2.1970872566122472,2.1970872566122472
2021-07-01,1.34,-4.53,-1.77,5.47,-0.61,0.0,4395.259765625,84255620000,2.2493175922251307,2.2493175922251307
2021-08-01,2.95,-0.63,-0.23,-0.29,-1.74,0.0,4522.68017578125,80500760000,2.8578143159792577,2.8578143159792577
2021-09-01,-4.4,1.12,5.07,-1.9,2.01,0.0,4307.5400390625,85528860000,-4.873779278283316,-4.873779278283316
2021-10-01,6.64,-2.67,-0.5,1.68,-1.56,0.0,4605.3798828125,80253600000,6.68581752839893,6.68581752839893
2021-11-01,-1.58,-1.72,-0.43,7.2,1.73,0.0,4567.0,88268840000,-0.8368625655205266,-0.8368625655205266
2021-12-01,3.24,-0.77,3.24,4.86,4.29,0.01,4766.18017578125,92750180000,4.268864816139665,4.258864816139665
2022-01-01,-6.15,-4.0,12.92,0.82,7.7,0.0,4515.5498046875,95562890000,-5.401822999928342,-5.401822999928342
2022-02-01,-2.28,2.84,3.16,-2.03,3.04,0.0,4373.93994140625,92667710000,-3.186276102171146,-3.186276102171146
2022-03-01,3.08,-2.11,-1.87,-1.53,3.21,0.0,4530.41015625,123546260000,3.5148286271522737,3.5148286271522737
2022-04-01,-9.41,-0.37,6.2,3.46,5.93,0.0,4131.93017578125,90367840000,-9.206782490742233,-9.206782490742233
2022-05-01,-0.33,-0.01,8.46,1.54,3.92,0.03,4132.14990234375,108860390000,0.005317629076062466,-0.024682370923937533
2022-06-01,-8.4,1.33,-6.13,1.81,-4.53,0.06,3785.3798828125,106116710000,-8.76515818048179,-8.825158180481791
2022-07-01,9.57,1.79,-4.14,0.76,-6.83,0.08,4130.2900390625,81688320000,8.720138468971587,8.640138468971587
2022-08-01,-3.77,1.5,0.19,-4.79,1.34,0.19,3955.0,92252350000,-4.336703066340545,-4.526703066340545
2022-09-01,-9.34,-0.96,0.05,-1.37,-0.76,0.19,3585.6201171875,94241020000,-9.804916662099258,-9.994916662099257
2022-10-01,7.86,1.82,7.97,3.28,6.42,0.23,3871.97998046875,95823760000,7.683456446885563,7.453456446885562
2022-11-01,4.69,-2.75,1.49,6.31,3.16,0.29,4080.110107421875,92671910000,5.235797609764905,4.945797609764905
2022-12-01,-6.38,-0.19,1.35,0.31,4.3,0.33,3839.5,85249330000,-6.078182537666818,-6.408182537666818
2023-01-01,6.59,4.41,-3.92,-2.44,-4.41,0.35,4076.60009765625,80763810000,5.992118183434967,5.642118183434968
2023-02-01,-2.57,0.59,-0.79,0.96,-1.51,0.34,3970.14990234375,80392280000,-2.645947885979313,-2.985947885979313
2023-03-01,2.49,-6.89,-9.06,2.27,-2.1,0.36,4109.31005859375,113094800000,3.4451292698263587,3.085129269826359
2023-04-01,0.63,-2.58,-0.12,2.42,2.85,0.35,4169.47998046875,70861260000,1.45361776495622,1.10361776495622
2023-05-01,0.33,-0.42,-7.78,-1.8,-7.06,0.36,4179.830078125,85190040000,0.24792714332724763,-0.11207285667275235
2023-06-01,6.46,1.26,-0.14,2.33,-1.55,0.4,4450.3798828125,87983140000,6.271886491464175,5.871886491464175
2023-07-01,3.21,2.86,4.06,-0.61,0.66,0.45,4588.9599609375,75063200000,3.066395090770391,2.616395090770391
2023-08-01,-2.36,-3.6,-1.18,3.46,-2.41,0.45,4507.66015625,86840820000,-1.7875203842993896,-2.2375203842993896
2023-09-01,-5.23,-1.76,1.48,1.93,-0.77,0.43,4288.0498046875,73482980000,-4.994616792328207,-5.424616792328207
2023-10-01,-3.14,-3.99,0.23,2.44,-0.69,0.47,4193.7998046875,83519460000,-2.2224841001403375,-2.6924841001403372
2023-11-01,8.88,-0.22,1.62,-3.7,-1.08,0.44,4567.7998046875,80970570000,8.54244482007529,8.10244482007529
2023-12-01,4.85,7.26,4.89,-3.01,1.29,0.43,4769.830078125,81530670000,4.327903543160834,3.8979035431608335
2024-01-01,0.73,-5.67,-2.24,0.65,-0.97,0.47,4845.64990234375,81737880000,1.5770693886425724,1.1070693886425724
2024-02-01,5.07,-0.69,-3.48,-1.69,-2.17,0.42,5096.27001953125,82066930000,5.042752831277197,4.6227528312771975
2024-03-01,2.84,-1.16,4.15,1.48,1.14,0.43,5254.35009765625,86299510000,3.054742011174303,2.6247420111743027
2024-04-01,-4.65,-2.48,-0.47,1.61,-0.31,0.47,5035.68994140625,81747170000,-4.250577768147858,-4.720577768147858
2024-05-01,4.32,0.68,-1.36,3.35,-2.85,0.44,5277.509765625,86849720000,4.6903805304359665,4.250380530435966
2024-06-01,2.8,-4.32,-3.31,0.54,-1.8,0.41,5460.47998046875,76025620000,3.4082343238882262,2.998234323888226
2024-07-01,1.22,8.35,5.62,0.27,0.28,0.45,5522.2998046875,80160390000,1.1257710402409888,0.6757710402409889
2024-08-01,1.61,-3.56,-1.1,0.73,0.82,0.48,5648.39990234375,81097300000,2.2577897117514727,1.7777897117514727
2024-09-01,1.73,-0.91,-2.77,0.18,-0.29,0.4,5762.47998046875,79564830000,1.9995632287754546,1.5995632287754544
2024-10-01,-1.0,-0.88,0.86,-1.4,0.98,0.39,5705.4501953125,82412430000,-0.9946041598550177,-1.3846041598550176
2024-11-01,6.49,4.62,0.15,-2.31,-2.05,0.4,6032.3798828125,84101980000,5.5719714029497265,5.171971402949726
2024-12-01,-3.15,-3.84,-3.0,1.91,-1.21,0.37,5881.6298828125,86064900000,-2.5307692187745623,-2.9007692187745624
2025-01-01,2.8,-1.22,1.62,-2.33,-3.24,0.37,6040.52978515625,88639380000,2.665780641966916,2.295780641966916
2025-02-01,-2.43,-4.93,4.91,1.09,3.06,0.33,5954.5,92317000000,-1.4344484648483262,-1.7644484648483263
2025-03-01,-6.39,-1.49,2.9,2.11,-0.47,0.34,5611.85009765625,111387270000,-5.926678538017666,-6.266678538017666
2025-04-01,-0.85,-1.85,-3.41,-2.84,-2.67,0.35,5569.06005859375,118936380000,-0.7654161847847313,-1.1154161847847313
